"Id"	"Parent"	"Type"	"Summary"	"Planned For"	"Status"	"Story Points (numeric)"	"Blocks"
"346606"	"#346597"	"Story"	"Feature 346597: System Test - Verify IETM Changes for ""How to Use This IETM"""	"Future"	"New"	"2"	""
"346604"	"#346597"	"Story"	"Feature 346597: ""How to Use This IETM"" Update - Part 2"	"Future"	"New"	"5"	""
"346598"	"#346597"	"Story"	"Feature 346597: ""How to Use This IETM"" Update - Part 1"	"Future"	"New"	"5"	""
"346597"	"#262146"	"Feature"	"IETM: Update IETM ""How to Use This IETM"" Content"	"Future"	"Analyzing"	""	""
"346532"	""	"Problem"	"MUOS Geolocation: Update Zeta AMS-GS UI Server document Section titled ""PKI Updates"" to include copying only public key material for app201 and app202 servers onto the UI server"	"Unassigned"	"Assessing"	""	""
"346524"	""	"Problem"	"MUOS Geolocation: Update PKI document to copy only the bare minimum files needed for UI and DB server"	"Unassigned"	"Assessing"	""	""
"345834"	"#300924"	"Story"	"HBSS FM Ping Probe: Feature Demo prep"	"Future"	"New"	"1"	"#300926"
"345830"	"#340486"	"Story"	"ODE Post Upgrade Optimization of Clear Trigger Cleanup"	"PI 16"	"New"	"8"	""
"345829"	"#340486"	"Story"	"ODE Post Upgrade Optimization of CQ LDAP"	"EA 16.4"	"New"	"5"	""
"345827"	"#340486"	"Story"	"ODE Post Upgrade Optimization of CC VOB"	"EA 16.2"	"New"	"13"	""
"345810"	""	"Problem"	"MILSTD: WF does not abide by the PRACH message power calculation in the CAI-ICD and ignores the power offset setting sent by"	"Future"	"Assessing"	""	""
"345809"	""	"Problem"	"MAINT: Beam-carrier Evaluation for MAMA Request differs from documentation"	"Future"	"Assessing"	""	""
"345808"	"#1013136"	"Problem"	"MAINT: WF got stuck during expedited for mobility"	"PI 16"	"Implementing"	""	""
"345805"	""	"Problem"	"MAINT:  Memory Access Error when pulling rf cable while RLC has packets to send."	"Future"	"Approved"	""	""
"345802"	"#388076"	"Problem"	"HMS: Restart Measurement after RAU while joined to a Group"	"EA 14.3"	"Closed"	""	""
"345796"	"#1001912"	"Problem"	"MAINT:  Group Talker loses data"	"EA 15.1"	"Closed"	""	""
"345795"	""	"Problem"	"MAINT: Group Tx denied continuosly, WF did not go OOS"	"Future"	"Assessing"	""	""
"345794"	""	"Problem"	"OTA: Missing the first U2B DCH message occurred more often in WFV3.1.5"	"Future"	"Assessing"	""	""
"345793"	""	"Problem"	"MAINT: Power Control calculation needs to use BLER input as feedback"	"Future"	"Assessing"	""	""
"345791"	""	"Problem"	"OTA: Selecting a new Profile while in EMCON can cause WF not to launch"	"Future"	"Assessing"	""	""
"345789"	""	"Problem"	"GOVT: Stuck in initial acquisition when the stronger cell doesn't respond to range requests"	"Future"	"Assessing"	""	""
"345788"	""	"Problem"	"MAINT: Tx-Over-Ride had garbled voice while a talker was releasing"	"Future"	"Assessing"	""	""
"345787"	""	"Problem"	"MAINT: Develop group buffering improvements in the WF"	"Future"	"Assessing"	""	""
"345786"	""	"Problem"	"GOVT: PRACH Message Part power level does not match what is specified in the CAI"	"Future"	"Approved"	""	""
"345785"	""	"Problem"	"OTA: Apply Periodic Rach Ranging (PRR) Response incorrect when rollover by a frame"	"Future"	"Approved"	""	""
"345783"	"#1016616"	"Problem"	"MAINT: Cell search provided incorrect SBC index intermittently"	"Future"	"Approved"	""	""
"345782"	""	"Problem"	"GOVT: EMCON Mobility failure during Group Join if experiencing BCH CRC errors"	"Future"	"Assessing"	""	""
"345781"	"#1016616"	"Problem"	"GOVT: AsNas crash when going to Configuring State with poor signal quality"	"Future"	"Approved"	""	""
"345779"	"#1001912"	"Problem"	"GOVT: WF task crash when active KS deleted"	"EA 15.1"	"Closed"	""	""
"345778"	""	"Problem"	"GOVT: RLCDL crash under 64K PtP call and exchanging small sized pkts (100bytes) with maritime severe"	"Future"	"Assessing"	""	""
"345777"	""	"Problem"	"GOVT: 384k DCH power is fluctuating 4 dB in an AWGN channel"	"Future"	"Assessing"	""	""
"345776"	""	"Problem"	"GOVT: Sending MSN in Conversational Voice is resetting the Inactivity Timer"	"Future"	"Approved"	""	""
"345775"	""	"Problem"	"GOVT: Transmit IMSI permission granted but the WF goes OOS 3 to 4 times before completing registration"	"Future"	"Assessing"	""	""
"345773"	""	"Problem"	"GOVT: Need to determine how to handle SCIP Assembly files"	"Future"	"Assessing"	""	""
"345772"	""	"Problem"	"GOVT: BCI documentation updates"	"Future"	"Assessing"	""	""
"345771"	""	"Problem"	"MAINT: CellUpdateConfirm failed to receive during calls deactive"	"Future"	"Assessing"	""	""
"345770"	""	"Problem"	"GOVT: WF fails to play Group Transmit Request Failure (GTRF) tone"	"Future"	"Assessing"	""	""
"345769"	""	"Problem"	"GOVT: Freq Drift Change Request"	"Future"	"Assessing"	""	""
"345767"	""	"Problem"	"MILSTD:  WF Issue with PSM Periodic RAU"	"Future"	"Assessing"	""	""
"345763"	""	"Problem"	"GOVT: WDS Appendix I Mobility Trigger 1 is incorrect"	"Future"	"Approved"	""	""
"345762"	""	"Problem"	"MAINT: Always prefer dynamic IP for PtP & make PtN choice a preference"	"Future"	"Assessing"	""	""
"345761"	""	"Problem"	"MAINT: Full Duplex IP data does not always resume after multi RAB mobility"	"Future"	"Assessing"	""	""
"345758"	""	"Problem"	"MAINT: Display progress information during bootstrap provisioning."	"Future"	"Assessing"	""	""
"345757"	""	"Problem"	"MAINT: Undocumented Error codes in 3.1.5"	"Future"	"Assessing"	""	""
"345756"	"#1016616"	"Problem"	"MAINT: During Mobility event, PRACHes power spiked more than10 dB"	"Future"	"Approved"	""	""
"345755"	""	"Problem"	"MAINT: CELL_FACH Mobility does not work with DTI enabled"	"Future"	"Assessing"	""	""
"345754"	""	"Problem"	"MILSTD: The Receive Mask in the Composite Report Mask is +25 kHz from what it should be"	"Future"	"Assessing"	""	""
"345749"	""	"Problem"	"GOVT: Rinfinity Target BLER initialization missing"	"Future"	"Assessing"	""	""
"345748"	"#1013136"	"Problem"	"GOVT: WF Implementation Missing for Design to Resolve Group Key Discrepancy between Profile and CS/S"	"PI 16"	"Implementing"	""	""
"345747"	""	"Problem"	"GOVT: GDS Reg results in task crash when FFVS is expired"	"Future"	"Assessing"	""	""
"345745"	""	"Problem"	"GOVT: HAIPE DN table and LEP table are limited to 4 subnets"	"Future"	"Assessing"	""	""
"345744"	"#219578"	"Problem"	"GOVT: Allow profile portability & zeroization recovery after AES rekey"	"Future"	"Assessing"	""	""
"345742"	""	"Problem"	"GOVT: WF does not update HAIPE config in persisted data on Monthly PPK Changeover"	"Future"	"Assessing"	""	""
"345739"	""	"Problem"	"MAINT: WDS Appendix E is missing GrpCongCellReselTimer"	"Future"	"Approved"	""	""
"345738"	""	"Problem"	"MAINT: FWDD - Use of persistanent clock estimate in L1"	"Future"	"Assessing"	""	""
"345735"	""	"Problem"	"GOVT: Handle ""Retry"" of INVITE from MFT that went OOS"	"Future"	"Assessing"	""	""
"345734"	""	"Problem"	"MAINT: RBS did not receive U2B DCH preambles intermittently (0.4%)"	"Future"	"Assessing"	""	""
"345732"	""	"Problem"	"MAINT: Parent-New mobility trigger for congestion"	"Future"	"Assessing"	""	""
"345731"	""	"Problem"	"MAINT: WF log (decibel) measurements"	"Future"	"Assessing"	""	""
"345730"	""	"Problem"	"MAINT: Use beam average pathgain in open loop power control"	"Future"	"Assessing"	""	""
"345729"	""	"Problem"	"MAINT: UE should not read SIBs/Group Enable on gaining cell"	"Future"	"Assessing"	""	""
"345728"	""	"Problem"	"MAINT: Antenna Gain/External Power Source in MAMA Request"	"Future"	"Assessing"	""	""
"345726"	""	"Problem"	"HMS: Failure to reject new group transmit request when transmitting to group"	"Future"	"Assessing"	""	""
"345723"	""	"Problem"	"MAINT: UE brings up C0 twice when receiving a page during PSM."	"Future"	"Assessing"	""	""
"345718"	"#388076"	"Problem"	"MAINT: WF got stuck when tx override in EMCON mode"	"EA 14.3"	"Closed"	""	""
"345716"	""	"Problem"	"MAINT: COTS Asnas code has lots of active but unused code"	"Future"	"Assessing"	""	""
"345715"	"#388076"	"Problem"	"HMS:  Periodic Ranging not executed when T318 timer expires during RAU"	"EA 14.3"	"Closed"	""	""
"345714"	""	"Problem"	"HMS: WF fatal error 0x7A5C0673 while deleting PPKs"	"Future"	"Assessing"	""	""
"345713"	""	"Problem"	"GOVT: Red side activation timer does not allow Ground Inactivity Timer to control timeout"	"Future"	"Assessing"	""	""
"345711"	""	"Problem"	"RR2: Uncovered state timer changes"	"Future"	"Assessing"	""	""
"345707"	"#1016616"	"Problem"	"HMS: Normal RRC Connection Release on a RAU retry is triggering OOS"	"Future"	"Approved"	""	""
"345701"	""	"Problem"	"REG: SCIP admission control triggers SA drop"	"Future"	"Assessing"	""	""
"345699"	""	"Problem"	"MAINT: TTI indicator got set too early before transmit for UL DCH"	"Future"	"Approved"	""	""
"345698"	""	"Problem"	"MAINT: Remove QTimer thread in MCaiControl"	"Future"	"Approved"	""	""
"345697"	""	"Problem"	"RR2: Downlink CRC Error Triggers Cell Update"	"Future"	"Assessing"	""	""
"345696"	""	"Problem"	"MAINT: Session ID range check, Packetizer is receiving session ID larger than 0 - 15 limit"	"Future"	"Assessing"	""	""
"345695"	""	"Problem"	"MAINT: PSM and EMCON interaction results in WF hang"	"Future"	"Assessing"	""	""
"345694"	"#1015911"	"Problem"	"RR2:  UE fails to trigger mobility when the group id is removed from the groupEnabled messages."	"PI 16"	"Approved"	""	""
"345690"	""	"Problem"	"RR2: DSN Call Terminated After Waveform Doesn't Acknowledge Retransmitted SPRT: PHYSUP and CONNECT"	"Future"	"Assessing"	""	""
"345689"	""	"Problem"	"MAINT: Improvement on handling the response of allocatePtpService() interface"	"Future"	"Assessing"	""	""
"345688"	""	"Problem"	"GOVT: Profile Manager efficiency improvements"	"Future"	"Assessing"	""	""
"345687"	"#1013136"	"Problem"	"RR2: Invalid Cell ID/ sbcIndex displayed during EMCON in boot up."	"PI 16"	"Implementing"	""	""
"345686"	""	"Problem"	"RR2: UE stuck processing incoming call if GDS query for Originating UE fails"	"Future"	"Assessing"	""	""
"345685"	""	"Problem"	"GOVT: WF HAIPE SW only supports a maximum of 24 PPKs."	"Future"	"Assessing"	""	""
"345684"	""	"Problem"	"MAINT: Reauthentication from PSM"	"Future"	"Assessing"	""	""
"345682"	""	"Problem"	"RR2: Continuous steady state B2U BLER higher than expected based on the OLPC target SIR"	"Future"	"Assessing"	""	""
"345680"	""	"Problem"	"RR2:  L1 measures SBCs that are not in the neighbor list."	"Future"	"Assessing"	""	""
"345678"	"#1001912"	"Problem"	"RR2: OTAFTed GK Key returned success by AsNas when AIM failed the decryption"	"EA 14.4"	"Closed"	""	""
"345675"	""	"Problem"	"GOVT: WF should set the IPV6 packetizer addresses when an IPv6 address is not configured"	"Future"	"Assessing"	""	""
"345674"	""	"Problem"	"GOVT: Unable to get the complete hGroupMappingTable from HCDM"	"Future"	"Assessing"	""	""
"345673"	""	"Problem"	"MAINT: Allow go configure while WF is in OOS condition"	"Future"	"Assessing"	""	""
"345672"	""	"Problem"	"HMS: Waveform stores more than 20 frequency profiles"	"Future"	"Approved"	""	""
"345671"	""	"Problem"	"MAINT: Waveform Handling of Large HAIPE Tables needs improvement"	"Future"	"Assessing"	""	""
"345669"	""	"Problem"	"GOVT: Uninitialized variables in layer1FdbkMinMaxControl"	"Future"	"Assessing"	""	""
"345666"	""	"Problem"	"GOVT: FFT/IFFT Wrapper"	"Future"	"Assessing"	""	""
"345665"	""	"Problem"	"GOVT: Limited FPGA Comments"	"Future"	"Assessing"	""	""
"345664"	""	"Problem"	"GOVT: DSP code does not use a portable redefine for the long data type"	"Future"	"Assessing"	""	""
"345663"	""	"Problem"	"GOVT: Shared Memory Arbiter RAM latency"	"Future"	"Assessing"	""	""
"345662"	""	"Problem"	"GOVT: DSP Uninitialized Variables"	"Future"	"Assessing"	""	""
"345661"	""	"Problem"	"GOVT: POSIX Clock Id Behavior"	"Future"	"Assessing"	""	""
"345660"	""	"Problem"	"GOVT: Large number of compiler warnings"	"Future"	"Assessing"	""	""
"345658"	""	"Problem"	"GOVT: #define cleanup"	"Future"	"Assessing"	""	""
"345657"	""	"Problem"	"GOVT: Porting Endianness Issues"	"Future"	"Assessing"	""	""
"345656"	"#1013136"	"Problem"	"RR2: Waveform does not send pcGroupJoinFail to PCore if SA creation failed"	"Future"	"Implementing"	""	""
"345653"	""	"Problem"	"GOVT: DSP - Fix implicit function declaration warnings"	"Future"	"Assessing"	""	""
"345652"	""	"Problem"	"GOVT: FPGA memory accesses do not all go through MOCB"	"Future"	"Assessing"	""	""
"345651"	""	"Problem"	"GOVT: WF metering of data to prevent overrun and packet drop"	"Future"	"Assessing"	""	""
"345650"	""	"Problem"	"GOVT: SA Scanning misaligned in frame, RxIM Processing time not factored in"	"Future"	"Assessing"	""	""
"345649"	""	"Problem"	"RR2: PtP does not clean up topology - PtN SA may fail or be delayed"	"Future"	"Assessing"	""	""
"345644"	""	"Problem"	"RR2: SIP Reason ""CL/COI mismatch"" erroneously returned on SCIP call"	"Future"	"Assessing"	""	""
"345642"	""	"Problem"	"HMS: NipernetTop message size issue"	"Future"	"Assessing"	""	""
"345641"	"#1013136"	"Problem"	"MAINT: Not Restoring C0 Header Compression Contexts Entering Monitor Mode or Unjoining Group"	"PI 16"	"Implementing"	""	""
"345640"	""	"Problem"	"MAINT: Remove unused functions in McaiControl_derived.cpp"	"Future"	"Assessing"	""	""
"345639"	""	"Problem"	"MAINT: OTA-FT updates to improve prov sync with NMS"	"Future"	"Assessing"	""	""
"345633"	"#1013136"	"Problem"	"GOVT: The new commonGK key index is blanked out when updating the Current commonGk with the Next commonGk key data"	"EA 16.1"	"Implementing"	""	""
"345632"	""	"Problem"	"MAINT: +3ppm doppler WF failed to camp any cell, after going OOS in C1"	"Future"	"Assessing"	""	""
"345630"	""	"Problem"	"WF error 0x31FFFFFF on 3.1.5 Patch2 during PSM mobility"	"Future"	"Assessing"	""	""
"345629"	""	"Problem"	"MAINT:  Incorrect Cobra parameter causes Asnas to halt where the env becomes corrupted"	"Future"	"Assessing"	""	""
"345628"	""	"Problem"	"MAINT: WF hung when B2U link is down in GO_CONFIGURE state"	"Future"	"Assessing"	""	""
"345627"	""	"Problem"	"GOVT: Group Calls go OOS and fail to recover after Unjoin"	"Future"	"Assessing"	""	""
"345626"	""	"Problem"	"GOVT: WF Fatal Error 0x52140000 and 0x52150000 when Fq Profile changes"	"Future"	"Assessing"	""	""
"345603"	"#340486"	"Story"	"ODE- Create/ Update Post Upgrade Optimization Plan"	"PI 16"	"New"	"1"	""
"345602"	""	"Problem"	"GIS Firewall (WH) is denying inter group packets from WH (36.125) port 49265 to NW (35.125) port 49188."	"Future"	"Assessing"	""	""
"345597"	""	"Problem"	"GIS Firewall (WH) is denying multiple devices sending packet to (VIP) tpm100/102-wh-nma port 9046."	"Future"	"Assessing"	""	""
"345593"	""	"Problem"	"GIS Firewall (WH) is denying dnsdhcp-sc-1/2 https (443) packets to fcap101-wh-nma and fcap102-wh-nma"	"Future"	"Assessing"	""	""
"345591"	""	"Problem"	"GIS Firewall (WH) is denying ddiascextswitch2, hqiascfw2 and ddiascfw2 syslog packet to siem105-wh-nma"	"Future"	"Assessing"	""	""
"345576"	""	"Problem"	"GIS Firewall (NW,WH) is denying dsgw-nw syslog packet to siem105-wh-nma"	"Future"	"Assessing"	""	""
"345228"	""	"Problem"	"MAINT: Back to Back PtP data calls do not work correctly on unclass WFs"	"Future"	"Assessing"	""	""
"345209"	"#288136"	"Story"	"Feature 288136: Investigate issue and determine solution"	"Unassigned"	"New"	"5"	""
"345147"	""	"Problem"	"GOVT: WF gets stuck in OOS when enter EMCON executed after inter RNC move"	"Future"	"Assessing"	""	""
"345076"	"#1016616"	"Problem"	"GOVT: WF throws a Fatal Error during Grp-PtP Interaction"	"Future"	"Approved"	""	""
"345070"	""	"Problem"	"GOVT: No GDS Register if OOS triggered immediately after Unpreserve C0"	"Future"	"Assessing"	""	""
"345067"	""	"Problem"	"GOVT: Mobility is not always triggered"	"Future"	"Assessing"	""	""
"345056"	""	"Problem"	"GOVT: WF does not range in group listener"	"Future"	"Assessing"	""	""
"345055"	""	"Problem"	"OTAP needs to generate a critical alarm when the OTAP Application service is stopped."	"Unassigned"	"Assessing"	""	""
"345034"	""	"Problem"	"GOVT: WF Assert when no measurements"	"Future"	"Assessing"	""	""
"345033"	""	"Problem"	"GOVT: WF fails to report missing K/OK keys"	"Future"	"Assessing"	""	""
"345008"	""	"Problem"	"GOVT: Task crash during teardown during Mobility Event"	"Future"	"Assessing"	""	""
"345006"	"#385429"	"Problem"	"Out of storage/capacity alarms flooding Netcool - Add IETM Routine tasks to enable the O-Level to check and maintain the database and raid services"	"Future"	"Assessing"	""	""
"344997"	""	"Problem"	"GOVT: Selecting Frequency profile fails if more than 20 profiles already downloaded"	"Future"	"Assessing"	""	""
"344975"	""	"Problem"	"GOVT: MCaiAsNas fails to send GPRS Detach Response to MCaiControl"	"Future"	"Assessing"	""	""
"344960"	""	"Problem"	"GOVT: Teardown failure while recovering from OOS"	"Future"	"Assessing"	""	""
"344952"	""	"Problem"	"GOVT: OOS during OTAFT results in OTAFT failure if additional updates are made to the same object"	"Future"	"Assessing"	""	""
"344948"	"#1016616"	"Problem"	"Fatal error when SIP 408 timeout timers expired for Grp-PtP interaction"	"Future"	"Approved"	""	""
"344940"	""	"Problem"	"GOVT: WF Teardown exceeds 45 seconds after Tx IMSI request is denied"	"Future"	"Assessing"	""	""
"344901"	""	"Problem"	"WF does not handle cell deteriorating when in config state"	"Future"	"Assessing"	""	""
"344812"	""	"Problem"	"GOVT: WF does not complete Mobility because IKE is in progress"	"Future"	"Assessing"	""	""
"344793"	""	"Problem"	"GOVT: OTA task crash during Mobility"	"Future"	"Assessing"	""	""
"344772"	""	"Problem"	"GOVT: WF does not range when in config state"	"Future"	"Assessing"	""	""
"344757"	""	"Problem"	"GOVT: Teardown fails as redControl does not trigger event to handle teardown"	"Future"	"Assessing"	""	""
"344607"	"#1015827"	"Problem"	"Feature 1015827: ETISP Investigate ETI_2502 and need for more info on frequency counter read errors"	"Future"	"Approved"	""	""
"344601"	"#1015827"	"Problem"	"Feature 1015827: ETISP ETI_2502 and ETI_1102 recovery procedures in IETM do not cover certain scenarios found during execution at site and System Impact not always properly captured"	"Future"	"Approved"	""	""
"344492"	""	"Problem"	"VLAB RBS11 is sometimes not Behaving According to the ETI Calibration Enabled flag"	"Future"	"Assessing"	""	""
"344115"	""	"Story"	"Feature 297335: RDE System Test  in VLab of RAN RBS Build (New RDE Environment)"	"Future"	"New"	"2"	""
"344081"	""	"Problem"	"SPLUNK incorrectly display congestion on a cell that had been cleared of congestion"	"Unassigned"	"Assessing"	""	""
"343920"	"#243502"	"Story"	"CM Release Work for EAD 16"	"EA 15.2"	"New"	"1"	""
"343918"	"#243502"	"Story"	"CM Release Work for EAD 15 OOC"	"EA 15.2"	"New"	"1"	""
"343917"	"#243502"	"Story"	"CM Release Work for EAD 15"	"EA 15.2"	"New"	"1"	""
"343916"	"#243502"	"Story"	"CM Release Work for April 2019 IA Patching"	"Future"	"Done"	"1"	""
"343915"	"#243502"	"Story"	"CM Release Work for EAD 14 OOC"	"Future"	"New"	"1"	""
"343914"	"#243502"	"Story"	"CM Release Work for EAD 14"	"EA 15.1"	"Done"	"1"	""
"343885"	"#243502"	"Story"	"CM Release Work for EAD 13 OOC"	"EA 15.2"	"New"	"1"	""
"343502"	""	"Problem"	"ERS replacement documentation does not mention establishing WCDMA services"	"Future"	"Assessing"	""	""
"343492"	"#245574"	"Feature"	"Update MAS SVD to support remote installation of NMS software"	"Future"	"Draft"	""	""
"343433"	"#384168"	"Problem"	"Feature 356094: Incorrect SC/GEO data during ET switchover causes false report of cell failures in Splunk dashboards"	"Future"	"Approved"	""	""
"343261"	"#339182"	"Story"	"Feature 339182: Determine Sparing for Site Printers"	"Future"	"New"	"1"	""
"343253"	"#262146"	"Feature"	"Misc RAID array enhancements"	"Future"	"Analyzing"	""	""
"343147"	""	"Problem"	"Acas laptop acaslaptop-sc scanning on the wrong interface/port or ip address to certain devices"	"Future"	"Assessing"	""	""
"343132"	"#283333"	"Story"	"Feature 283333: SE SME Support to Define Needs for Generating Unique Event IDs for Whitelisted Alarms"	"Future"	"New"	"2"	""
"343131"	"#283333"	"Story"	"Feature 283333: WF RAN SME Support to Define Needs for Generating Unique Event IDs for Whitelisted Alarms"	"Future"	"New"	"1"	""
"343130"	"#283333"	"Story"	"Feature 283333: SA SME Support to Define Needs for Generating Unique Event IDs for Whitelisted Alarms"	"Future"	"New"	"2"	""
"343129"	"#283333"	"Story"	"Feature 283333: TOFF SME Support to Define Needs for Generating Unique Event IDs for Whitelisted Alarms"	"Future"	"New"	"2"	""
"343122"	"#350499"	"Story"	"Modify Full RBS Build Project to Address CL6x Compatibility Issues"	"Future"	"New"	"1"	""
"342873"	"#293338"	"Story"	"Developer testing and acceptance of Virtualized Developer Workstations"	"EA 14.3"	"Done"	"5"	""
"342864"	"#331384"	"Problem"	"AV/HIDS SVD installation issue: EPO verification for mas-xx server"	"Future"	"Assessing"	""	""
"342862"	"#293338"	"Story"	"Research Licenses and approach for SWIT Builds in the SDE"	"EA 14.2"	"Done"	"3"	"#1000852"
"342802"	"#293338"	"Story"	"SWIT Virtualization - Create VMs for Developer Workstations from Templates"	"EA 14.3"	"Done"	"8"	"#342850
#342851
#334844
#334849
#342873"
"342758"	""	"Problem"	"Workstation LDAP Browser connection is inconsistent to cscf-wh"	"Future"	"Assessing"	""	""
"342753"	"#232048"	"Problem"	"Automate cscf check on mm12"	"Future"	"Assessing"	""	""
"342748"	"#380916"	"Problem"	"MM12WH: /var/opt/mediation/online/counters directory is increasing in size and is not being cleaned-up"	"Future"	"Approved"	""	""
"342642"	"#339182"	"Story"	"Feature 339182: Create SVD, Load Drivers, and preform \Development Testing in VLab"	"Future"	"New"	"5"	""
"342625"	"#339182"	"Story"	"Feature 339182: Determine Which Printer Meets the Criteria"	"Future"	"New"	"3"	""
"342615"	"#246787"	"Story"	"Install/Test UHFLES bypass mode (Use a WILMA to bypass UHFLES)"	"Future"	"New"	"2"	""
"342560"	"#293338"	"Story"	"SDE - Document SWIT Dev Env Network, Hardware, Servers, Storage, Virtualization"	"EA 14.5"	"Done"	"5"	""
"342538"	"#342384"	"Story"	"Feature 342384 remove Adobe Reader: update HSM"	"Future"	"New"	"3"	""
"342537"	"#342384"	"Story"	"Feature 342384 remove Adobe Reader: update Windows 2012 SVD"	"Future"	"New"	"3"	""
"342536"	"#342384"	"Story"	"Feature 342384 remove Adobe Reader: update Windows 2003 SVD"	"Future"	"New"	"3"	""
"342522"	"#279953"	"Story"	"Define Routine PPA Database Admin Tasks (Systems)"	"PI 21"	"New"	"3"	""
"342396"	"#342384"	"Story"	"Feature 342384 remove Adobe Reader: ILS IETM Development and Integration updates part 1"	"Future"	"New"	"1"	""
"342394"	"#342384"	"Story"	"Feature 342384 remove Adobe Reader: Agile Team Test (Unit Test, Install, PCR Verification, STCD Dev & Test) Part 2 "	"Future"	"New"	"5"	"#342386"
"342393"	"#342384"	"Story"	"Feature 342384 remove Adobe Reader: Initiate CM PDO Processing for all CI's"	"Future"	"New"	"1"	""
"342392"	"#342384"	"Story"	"Feature 342384: IETM Update to Remove Adobe Reader"	"Future"	"New"	"3"	"#342386"
"342391"	"#342384"	"Story"	"Feature 342384 remove Adobe Reader: Agile Team Test (Unit Test, Install, PCR Verification, STCD Dev & Test) "	"Future"	"New"	"2"	"#342386"
"342390"	"#342384"	"Story"	"Feature 342384 remove Adobe Reader: IA Patching and STIGs"	"Future"	"New"	"3"	"#342387"
"342389"	"#342384"	"Story"	"Feature 342384 remove Adobe Reader: Deployment Notes and Operator Impact Inputs"	"Future"	"New"	"2"	"#342386"
"342388"	"#342384"	"Story"	"Feature 342384 remove Adobe Reader: Engineering IETM Development and Integration updates"	"Future"	"New"	"3"	"#342392"
"342387"	"#342384"	"Story"	"Feature 342384 remove Adobe Reader: IA Posture Assessment"	"Future"	"New"	"3"	"#342386"
"342386"	"#342384"	"Story"	"Feature Demo – Customer Demo Event -  Feature 342384: Remediate IA Findings - remove Adobe Reader from servers"	"Future"	"New"	"1"	"#342393"
"342385"	"#342384"	"Story"	"Feature 342384 remove Adobe Reader: IA - Define Patch/ Stig Requirements"	"Future"	"New"	"2"	"#342390"
"342384"	"#245560"	"Feature"	"Feature 342384 Remediate IA Findings - remove Adobe Reader from servers"	"Future"	"Analyzing"	""	""
"342172"	"#342163"	"Story"	"Feature 342163: Initiate CM PDO Processing for all CI's"	"EA 15.4"	"New"	"1"	""
"342171"	"#342163"	"Story"	"Feature 342163: IETM Update for Incorporating Site Redlines for TACLANE Obsolescence"	"EA 15.2"	"Implementing"	"3"	"#342165"
"342168"	"#342163"	"Story"	"Feature 342163: Deployment Notes and Operator Impact [Engineering Docs]"	"EA 15.1"	"Done"	"1"	"#342165"
"342166"	"#342163"	"Story"	"Feature 342163: IA Posture Assessment"	"EA 15.1"	"Done"	"1"	"#342165"
"342165"	"#342163"	"Story"	"Feature Demo – Customer Demo Event - 342163 Site Redlines for TACLANE Obsolecence"	"EA 15.4"	"New"	"1"	"#342172"
"342163"	"#245808"	"Feature"	"Site Redlines for TACLANE Obsolescence (Identified during EAD 11 deployment)"	"EA 15.4"	"Implementing"	""	""
"342160"	"#1013259"	"Story"	"Feature 1013259: Sicily On-site AWARE RF alignment"	"PI 17"	"New"	"8"	""
"342058"	"#339182"	"Story"	"Feature 339182: Create Site Validation Plan"	"Future"	"New"	"1"	""
"342054"	"#347074"	"Feature"	"Complete development of Sicily Connected AWARE"	"PI 16 - In Progress"	"Implementing"	""	"#1013259"
"342026"	"#342018"	"Story"	"Feature 342018: Test Report, needed 30 days prior to FRCB."	"EA 14.1"	"Done"	"1"	""
"342018"	"#347074"	"Feature"	"TD19-10: Prepare Docs for Connected AWARE Sicily FRCB (to support deployment post MOT&E)"	"EA 14.1"	"Done"	""	""
"341999"	"#347074"	"Feature"	"TD19-10: Deliver Connected AWARE Training for Sicily EAD 18 Deployment"	"PI 16"	"Approved"	""	""
"341934"	"#384136"	"Problem"	"NMS SVD Changes Needed for Repair and Replace - Windows10"	"Future"	"Closed"	""	""
"341933"	""	"Problem"	"NMS SVD Changes Needed for Repair and Replace - TPM"	"Future"	"Assessing"	""	""
"341932"	""	"Problem"	"NMS SVD Changes Needed for Repair and Replace - AV/HIDS"	"Unassigned"	"Assessing"	""	""
"341469"	"#364632"	"Problem"	"SCS OA File Server: SVD: Redline Update SVD to include all changes from R 1.4 deployment"	"PI 17"	"Assessing"	""	""
"340731"	"#232350"	"Story"	"Feature 232350: PDO Release Feature"	"Future"	"New"	"1"	""
"340730"	"#232350"	"Story"	"Feature 232350: Update RNC SVD to Manually Sync NMS/PPA: UX IETM Review"	"Future"	"New"	"1"	""
"340490"	""	"Problem"	"IETM - Troubleshoot CSCF HSS - Normal Operation Procedure update"	"Future"	"Assessing"	""	""
"340486"	"#243505"	"Feature"	"ODE Network Post-Upgrade Optimization"	"PI 16 - Candidate"	"Approved"	""	""
"339799"	"#216473"	"Story"	"Feature 216473: UX IETM Development and Integration Updates for Change Key Mgmt A4/A7 Provisioning to be Manual Instead of Automatic"	"Future"	"New"	"3"	""
"339798"	"#216473"	"Story"	"Feature 216473: IETM Development and Integration Updates for Change Key Mgmt A4/A7 Provisioning to be Manual Instead of Automatic"	"Future"	"New"	"1"	""
"339797"	"#216473"	"Story"	"Feature 216473: Agile Team Test (Unit Test, Install, PCR Verification, STCD Dev & Test) for Change Key Mgmt A4/A7 Provisioning to be Manual Instead of Automatic"	"Future"	"New"	"5"	"#339788"
