"Id"	"Parent"	"Type"	"Summary"	"Planned For"	"Status"	"Story Points (numeric)"	"Blocks"
"290349"	"#216630"	"Story"	"Feature 216630: IA Patching and STIGs"	"Unassigned"	"Invalid"	"0"	""
"290347"	"#216630"	"Story"	"Feature 216630 Engineering IETM updates"	"Unassigned"	"Invalid"	"0"	""
"290268"	"#257560"	"Story"	"Feature 257560: Update AWARE Design Documentation"	"EA 14.3"	"Done"	"2"	""
"290140"	"#290129"	"Story"	"Feature 290129: IA Posture Assessment - review of developer input"	"Unassigned"	"Invalid"	"0"	"#290135"
"290139"	"#290129"	"Story"	"Feature Demo – System Test, STCD development and Demo Prep "	"Unassigned"	"Invalid"	"0"	"#290131"
"290138"	"#290129"	"Story"	"Feature 290129: Initiate CM PDO Processing for all CI's"	"Unassigned"	"Invalid"	"0"	""
"290137"	"#290129"	"Story"	"Feature 290129: ILS IETM updates"	"Unassigned"	"Invalid"	"0"	"#290131"
"290136"	"#290129"	"Story"	"Feature 290129: Agile Team Test (Unit Test, Install, PCR Verification, STCD Dev & Test) "	"Unassigned"	"Invalid"	"0"	"#290131
#290139"
"290135"	"#290129"	"Story"	"Feature 290129: IA Patching and STIGs"	"Unassigned"	"Invalid"	"0"	"#290132"
"290134"	"#290129"	"Story"	"Feature 290129:  Deployment Notes and Operator Impact Inputs"	"Unassigned"	"Invalid"	"0"	"#290131"
"290133"	"#290129"	"Story"	"Feature 290129: Engineering IETM updates"	"Unassigned"	"Invalid"	"0"	"#290137"
"290132"	"#290129"	"Story"	"Feature 290129: IA Posture Assessment"	"Unassigned"	"Invalid"	"0"	"#290131"
"290131"	"#290129"	"Story"	"Feature Demo – Customer Demo Event "	"Unassigned"	"Invalid"	"0"	"#290138"
"290130"	"#290129"	"Story"	"Feature 290129: IA Posture Assessment - development input"	"Unassigned"	"Invalid"	"0"	"#290140
#290135"
"290129"	"#220361"	"Feature"	"IA Hardening: WannaCry mem101 and mem102 servers (Common_MSServer_SVD_98-P59402M003)"	"Unassigned"	"Rejected"	""	""
"290101"	""	"Story"	"xx"	"Unassigned"	"Invalid"	"0"	""
"289988"	"#243505"	"Feature"	"TOOLS  Team Separate NEDB, PKI and Account Maintenance Plan into different components"	"Unassigned"	"Rejected"	""	""
"289907"	""	"Task"	"INC000003027076: WH- SSC PAC and GD lab call automation reporting no service on CONUS F1/F2."	"Unassigned"	"Done"	""	""
"289881"	""	"Story"	"<Feature 289870>: IA Posture Assessment - review of developer input"	"Unassigned"	"Invalid"	"0"	"#289876"
"289880"	""	"Story"	"ILS IETM updates (1 of 5)"	"Unassigned"	"Invalid"	"0"	""
"289879"	""	"Story"	"RBS Engineering IETM updates (5 of 5)"	"Unassigned"	"Invalid"	"0"	""
"289876"	""	"Story"	"<Feature 289870>: IA Patching and STIGs"	"Unassigned"	"Invalid"	"0"	"#289873"
"289873"	""	"Story"	"<Feature 289870> IA Posture Assessment"	"Unassigned"	"Invalid"	"0"	"#289872"
"289871"	""	"Story"	"<Feature 289870>: IA Posture Assessment - development input"	"Unassigned"	"Invalid"	"0"	"#289881
#289876"
"289618"	"#289607"	"Story"	"<Feature 289607>: IA Posture Assessment - review of developer input"	"Unassigned"	"Invalid"	"0"	"#289613"
"289617"	"#289607"	"Story"	"Feature Demo – System Test, STCD development and Demo Prep "	"Unassigned"	"Invalid"	"0"	"#289609"
"289616"	"#289607"	"Story"	"<Feature 289607>: Initiate CM PDO Processing for all CI's"	"Unassigned"	"Invalid"	"0"	""
"289615"	"#289607"	"Story"	"<Feature 289607>:ILS IETM updates"	"Unassigned"	"Invalid"	"0"	"#289609"
"289614"	"#289607"	"Story"	"<Feature 289607> Agile Team Test (Unit Test, Install, PCR Verification, STCD Dev & Test) "	"Unassigned"	"Invalid"	"0"	"#289617
#289609"
"289613"	"#289607"	"Story"	"<Feature 289607>: IA Patching and STIGs"	"Unassigned"	"Invalid"	"0"	"#289610"
"289612"	"#289607"	"Story"	"<Feature 289607>: Deployment Notes and Operator Impact Inputs"	"Unassigned"	"Invalid"	"0"	"#289609"
"289611"	"#289607"	"Story"	"<Feature 289607> Engineering IETM updates"	"Unassigned"	"Invalid"	"0"	"#289615"
"289610"	"#289607"	"Story"	"<Feature 289607> IA Posture Assessment"	"Unassigned"	"Invalid"	"0"	"#289609"
"289609"	"#289607"	"Story"	"Feature Demo – Customer Demo Event "	"Unassigned"	"Invalid"	"0"	"#289616"
"289608"	"#289607"	"Story"	"<Feature 289607>: IA Posture Assessment - development input"	"Unassigned"	"Invalid"	"0"	"#289618
#289613"
"289607"	""	"Feature"	"<Feature 289607>"	"Unassigned"	"Rejected"	""	""
"289033"	"#287910"	"Story"	"Task Analysis- SME Inputs for Draft #3"	"Unassigned"	"Invalid"	"0"	""
"289027"	"#287910"	"Story"	"Task Analysis- Address Comments"	"Unassigned"	"Invalid"	"0"	""
"288877"	""	"Story"	"TR - Workstation EXP: NMF Extreme Switch Additional Updates"	"Unassigned"	"Invalid"	"0"	""
"288853"	""	"Task"	"RCG 0062 ""Periodic Timer has Expired...""- ADD"	"Unassigned"	"Done"	""	""
"288731"	"#216364"	"Feature"	"Non-redundant equipment section of IETM is out of date"	"Unassigned"	"Draft"	""	""
"288690"	"#288237"	"Story"	"Assess Training Needs EAD 8: WF/RAN Features"	"Unassigned"	"Invalid"	"0"	""
"288491"	""	"Story"	"IA Hardening - WannaCry-HLR:  Upgrade Non-Stop"	"Unassigned"	"Invalid"	"0"	""
"288483"	"#245566"	"Task"	"INC000002967645 :: AU - Groups unable to read Group Enabled messages through AU - ADD"	"Unassigned"	"Done"	""	""
"288363"	"#1001062"	"Story"	"RDE Test Product Build with Upgraded ClearCase Features  - Prototype Phase  3"	"EA 15.5"	"New"	"3"	""
"288223"	"#288210"	"Story"	"Feature 288210: Confirm Configuration on Dependent Servers in Pre-SWIT"	"Unassigned"	"New"	"1"	""
"288222"	"#288210"	"Story"	"Feature 288210: Configure Raid Server in Pre-SWIT"	"Unassigned"	"New"	"3"	""
"288215"	""	"Feature"	"xx"	"Unassigned"	"Rejected"	""	""
"288086"	"#266397"	"Story"	"Perform UX Engagement for WCDMA Service Status Dashboards at NCTAMS"	"Unassigned"	"Invalid"	"0"	""
"288054"	"#216631"	"Story"	"Feature Demo - System Test, STCD development and Demo Prep - Add an acknowledgement message to the critical GMAP messages (Part 3)"	"Unassigned"	"Invalid"	"0"	""
"288031"	"#263333"	"Story"	"Feature Demo - System Test, STCD development and Demo Prep - Module Provisioning Registration with Central GNH Feature (Part 1)"	"Unassigned"	"Invalid"	"0"	""
"288030"	"#216631"	"Story"	"Feature Demo - System Test, STCD development and Demo Prep - Add an acknowledgement message to the critical GMAP messages (Part 1)"	"Unassigned"	"Invalid"	"0"	""
"287937"	""	"Story"	"Feature 287931: IA Patching and STIGs"	"Unassigned"	"Invalid"	"0"	"#287934"
"287931"	"#245559"	"Feature"	"Feature 287931: HBSS Deployment Additional Stability Updates Per DISA Documentation and Soak Testing"	"Unassigned"	"Rejected"	""	""
"287924"	""	"Story"	"Installation of new servers in RAN Lab Pt 2"	"Unassigned"	"Invalid"	"0"	""
"287869"	""	"Story"	"Identify Requirements for RAN Backup Tool Upgrade - Part 2

 "	"Unassigned"	"Invalid"	"0"	""
"287868"	""	"Story"	"Tools Training for Clear Trigger and ClearQuest Administration - Part 2"	"Unassigned"	"Invalid"	"0"	""
"287867"	""	"Story"	"Clear Trigger Upgrade requirements - Part 2"	"Unassigned"	"Invalid"	"0"	""
"287802"	""	"Story"	"RAN EAD 8 Release: Perform IA Scans and STIGs for RAN"	"Unassigned"	"Invalid"	"0"	""
"287734"	""	"Story"	"TD19-10 SOW Definition Proposal Support - A&A (Nadolski)-INVALIDATE"	"Unassigned"	"Invalid"	"0"	""
"287732"	""	"Story"	"IA Hardening - WannaCry Windows: IA Patching and STIGs - SSA_GDSWIN_SVD_98-P55500M (Part 2) - INVALIDATED"	"Unassigned"	"Invalid"	"0"	""
"287731"	""	"Story"	"Improve AWARE IA Posture for IATT: Create 7-day Rollup Reporting - invalidaed"	"Unassigned"	"Invalid"	"0"	""
"287715"	""	"Task"	"GD Support of Zeta - EAD 8 Part 2: Training for HSM, Parts List, and KVM-INVALIDATE"	"Unassigned"	"Invalid"	""	""
"287694"	"#286492"	"Story"	"WCDMA Fault Mode Analysis System Engineering"	"Unassigned"	"Invalid"	"0"	""
"287574"	""	"Story"	"IA Hardening - WannaCry-HLR:  Lab Test of Upgraded WH HLR including STCD"	"Unassigned"	"Invalid"	"0"	""
"287573"	""	"Story"	"IA Hardening - WannaCry-HLR:  Upgrade WH HLR (Lab)"	"Unassigned"	"Invalid"	"0"	""
"287572"	""	"Story"	"IA Hardening - WannaCry-HLR:  Lab Test of upgraded NW HLR including STCD"	"Unassigned"	"Invalid"	"0"	""
"287317"	""	"Story"	"Test Story: assigned to Mateo - INVALIDATED"	"Unassigned"	"Invalid"	"0"	""
"287316"	""	"Story"	"Test Story: assigned to Mateo-INVALIDATE"	"Unassigned"	"Invalid"	"0"	""
"287315"	""	"Story"	"Test Story- INVALIDATED"	"Unassigned"	"Invalid"	"0"	""
"287314"	""	"Story"	"Test Story: INVALIDATED"	"Unassigned"	"Invalid"	"0"	""
"287307"	""	"Feature"	"RF Alignment: prepare for and perform alignment at NW site"	"Unassigned"	"Rejected"	""	""
"287306"	""	"Feature"	"Wahiawa Preventive Maintenance activity: oversee site support and complete report"	"Unassigned"	"Rejected"	""	""
"287300"	""	"Feature"	"Preventive Maintenance activity: coordinate during site activity and complete final report (Niscemi)"	"Unassigned"	"Rejected"	""	""
"287212"	""	"Story"	"AWARE 1a Fixes: Fix additional scheduler problems found during integration-INVALIDATED"	"Unassigned"	"Invalid"	"0"	""
"287127"	"#262244"	"Story"	"IA Hardening - WannaCry Windows: Development Team Test Inputs (HBSS)"	"Unassigned"	"Invalid"	"0"	""
"287076"	""	"Story"	"Provide IEF Document review support"	"Unassigned"	"Invalid"	"0"	""
"286659"	""	"Story"	"Integrate HBSS & AMS-GS UI Server: IETM Updates (MPC only) - INVALIDATED"	"Unassigned"	"Invalid"	"0"	""
"286553"	"#290418"	"Story"	"eRxIM automatically disable correction of narrowband interference"	"Unassigned"	"New"	"5"	""
"286541"	"#294595"	"Story"	"Investigate HMS Build Process Transfer to MUOS Environment"	"Unassigned"	"Invalid"	"0"	""
"286519"	""	"Story"	"xx"	"Unassigned"	"Invalid"	"0"	""
"286518"	""	"Story"	"xx"	"Unassigned"	"Invalid"	"0"	""
"286510"	""	"Story"	"xx"	"Unassigned"	"Invalid"	"0"	""
"286509"	""	"Story"	"xx"	"Unassigned"	"Invalid"	"0"	""
"285968"	"#285967"	"Task"	"test task"	"Unassigned"	"Invalid"	""	""
"285962"	"#216631"	"Story"	"Feature Demo - System Test, STCD development and Demo Prep - Add an acknowledgement message to the critical GMAP messages (Part 2)"	"Unassigned"	"Invalid"	"0"	"#234543"
"285954"	"#263333"	"Story"	"Feature Demo - System Test, STCD development and Demo Prep - Module Provisioning Registration with Central GNH Feature (Part 2)"	"Unassigned"	"Invalid"	"0"	"#275558"
"285902"	"#278800"	"Story"	"MUOS-5 Test Set Up Analysis - Test Event and Post Analysis"	"Unassigned"	"Invalid"	"0"	""
"285898"	""	"Story"	"MUOS-5 Test Set Up Analysis - Failed Secured Messages"	"Unassigned"	"Invalid"	"0"	""
"285894"	"#278800"	"Story"	"MUOS-5 Test Set Up Analysis - Monitoring Tests"	"Unassigned"	"Invalid"	"0"	""
"285893"	"#278800"	"Story"	"MUOS-5 - Doppler Unapproved Whitepaper"	"Unassigned"	"Invalid"	"0"	""
"285890"	"#278800"	"Story"	"MUOS-5 Test Set Up Analysis - Megahertz Specifications"	"Unassigned"	"Invalid"	"0"	""
"285887"	"#278800"	"Story"	"MUOS-5 Test Set Up Analysis - UHF/UE Models"	"Unassigned"	"Invalid"	"0"	""
"285879"	""	"Story"	"SE Support AWARE IETMs"	"Unassigned"	"Invalid"	"0"	""
"285876"	""	"Story"	"<Feature xxx>: IA Posture Assessment - review of developer input"	"Unassigned"	"Invalid"	"0"	"#285871"
"285875"	"#257555"	"Story"	"AWARE O-Level IETMs Part 2 Feature Demo – System Test, STCD development and Demo Prep "	"Unassigned"	"Invalid"	"0"	"#285867"
"285874"	"#257555"	"Story"	"AWARE O-Lebel IETMs Part 2 - Initiate CM PDO Processing for all CI's"	"Unassigned"	"Invalid"	"0"	""
"285873"	"#257555"	"Story"	"AWARE O-Level Part 2: ILS IETM updates"	"Unassigned"	"Invalid"	"0"	"#285867"
"285872"	"#257555"	"Story"	"AWARE IETMs Part 2 -  Agile Team Test (Unit Test, Install, PCR Verification, STCD Dev & Test) "	"Unassigned"	"Invalid"	"0"	"#285875
#285867"
"285871"	""	"Story"	"<Feature xxx>: IA Patching and STIGs"	"Unassigned"	"Invalid"	"0"	"#285868"
"285870"	"#257555"	"Story"	"AWARE IETMs Part 2: Deployment Notes and Operator Impact Inputs"	"Unassigned"	"Invalid"	"0"	"#285867"
"285868"	"#257555"	"Story"	"AWARE IETM  IA Posture Assessment"	"Unassigned"	"Invalid"	"0"	"#285867"
"285867"	"#257555"	"Story"	"AWARE IETMS Part 1 - Feature Demo – Customer Demo Event "	"Unassigned"	"Invalid"	"0"	"#285874"
"285866"	""	"Story"	"AWARE ITEMs: IA Posture Assessment - development input"	"Unassigned"	"Invalid"	"0"	"#285876
#285871"
"285865"	""	"Feature"	"<Feature xxx>"	"Unassigned"	"Rejected"	""	""
"285665"	""	"Feature"	"MOT&E Deferred Findings"	"Unassigned"	"Rejected"	""	""
"285624"	"#279128"	"Task"	"Please update story 279128"	"Unassigned"	"Done"	""	""
"285568"	""	"Story"	"Incorporate AWARE into ground ATO (Radio RMF): Place holder for Cyber work to include AWARE/AWARE radio in Ground ATO - 7.5"	"Unassigned"	"Invalid"	"0"	""
"285533"	""	"Story"	"AWARE IA Posture Improvement Continuation: IA Patching and STIGs"	"Unassigned"	"Invalid"	"0"	"#285530"
"285528"	""	"Story"	"AWARE IA Posture Improvement Continuation: IA Posture Assessment - development input"	"Unassigned"	"Invalid"	"0"	"#285538
#285533"
"285524"	""	"Story"	"Feature Demo - System Test, STCD development and Demo Prep - Configure analysis engine for U2B Int"	"Unassigned"	"Invalid"	"0"	"#285516"
"285467"	""	"Story"	"PLAN - RMF Step 4 - Create/submit PCRs to address RMF findings and update RMF POAM (21 of 36) EA 6.4"	"Unassigned"	"Invalid"	"0"	""
"285412"	""	"Story"	"Auto - Call - IA STIG requirement analysis - Pt. 2"	"Unassigned"	"Invalid"	"0"	""
"285411"	""	"Story"	"Auto - Call - IA STIG requirement analysis - Pt. 2"	"Unassigned"	"Invalid"	"0"	""
"285410"	""	"Story"	"Auto - Call - IA STIG requirement analysis - Pt. 2"	"Unassigned"	"Invalid"	"0"	""
"285394"	""	"Story"	"Auto - Call - IA STIG requirement analysis - Pt. 1"	"Unassigned"	"Invalid"	"0"	""
"285393"	""	"Story"	"Auto - Call - IA STIG requirement analysis - Pt. 1"	"Unassigned"	"Invalid"	"0"	""
"285392"	""	"Story"	"Auto - Call - IA STIG requirement analysis - Pt. 1"	"Unassigned"	"Invalid"	"0"	""
"285168"	"#216631"	"Story"	"Feature 216631: Install baseline in VLab, Execute STCD, Verify PCR"	"Unassigned"	"Invalid"	"0"	""
"285161"	"#283203"	"Story"	"Test Radios after Factory changes before returning to SSC PAC (3)"	"Unassigned"	"Invalid"	"0"	""
"285141"	""	"Story"	"Release WF Patch"	"Unassigned"	"Invalid"	"0"	""
"285123"	""	"Story"	"Support WF Maintenance and MIL-STD Development (Sprint 4)"	"Unassigned"	"Invalid"	"0"	""
"285082"	""	"Story"	"Improve AWARE IA Posture for IATT: Assess web server ASD STIG  (Support IA Assessment)"	"Unassigned"	"Invalid"	"0"	""
"284646"	""	"Story"	"SE Support AWARE IETMs"	"Unassigned"	"Invalid"	"0"	""
"284643"	""	"Story"	"<Feature xxx>: IA Posture Assessment - review of developer input"	"Unassigned"	"Invalid"	"0"	"#284638"
"284642"	""	"Story"	"Feature Demo – System Test, STCD development and Demo Prep - AWARE LRU IETMs - Part 2"	"Unassigned"	"Invalid"	"0"	"#284634"
"284638"	""	"Story"	"<Feature xxx>: IA Patching and STIGs"	"Unassigned"	"Invalid"	"0"	"#284635"
"284636"	""	"Story"	"<Feature xxx> Engineering IETM updates"	"Unassigned"	"Invalid"	"0"	"#284640"
"284635"	""	"Story"	"<Feature xxx> IA Posture Assessment"	"Unassigned"	"Invalid"	"0"	"#284634"
"284633"	""	"Story"	"<Feature xxx>: IA Posture Assessment - development input"	"Unassigned"	"Invalid"	"0"	"#284643
#284638"
"284632"	""	"Feature"	"<Feature xxx>"	"Unassigned"	"Rejected"	""	""
"284596"	""	"Story"	"GD Support of Zeta - EAD-9 & FM Support: SE Integration Support"	"Unassigned"	"Invalid"	"0"	""
"284593"	""	"Story"	"<Feature xxx>: IA Posture Assessment - review of developer input"	"Unassigned"	"Invalid"	"0"	"#284588"
"284592"	""	"Story"	"Feature Demo – System Test, STCD development and Demo Prep "	"Unassigned"	"Invalid"	"0"	"#284584"
"284591"	""	"Story"	"<Feature xxx>: Initiate CM PDO Processing for all CI's"	"Unassigned"	"Invalid"	"0"	""
"284590"	""	"Story"	"<Feature xxx>:ILS IETM updates"	"Unassigned"	"Invalid"	"0"	"#284584"
"284589"	""	"Story"	"GD Support of Zeta - EAD-9 & FM Support: SA Integration Support - EAD9 testing (part 2)"	"Unassigned"	"Invalid"	"0"	"#284584
#284592"
"284588"	""	"Story"	"<Feature xxx>: IA Patching and STIGs"	"Unassigned"	"Invalid"	"0"	"#284585"
"284587"	""	"Story"	"<Feature xxx>: Release Notes Inputs"	"Unassigned"	"Invalid"	"0"	"#284584"
"284586"	""	"Story"	"<Feature xxx> Engineering IETM updates"	"Unassigned"	"Invalid"	"0"	"#284590"
"284585"	""	"Story"	"FM Support in PI7:  Cyber IA Posture Assistance"	"Unassigned"	"Invalid"	"0"	"#284584"
"284584"	""	"Story"	"Feature Demo – Customer Demo Event "	"Unassigned"	"Invalid"	"0"	"#284591"
"284583"	""	"Story"	"GD Support of Zeta - EAD-9 & FM Support: A&A IA Posture Support"	"Unassigned"	"Invalid"	"0"	"#284588
#284593"
"284569"	"#278737"	"Story"	"Research NCTAMS OJT Needs"	"Unassigned"	"Invalid"	"0"	""
"284547"	"#283251"	"Story"	"Systems analysis of Issue with PPK Rollover when Additional Radios Are Added to Group"	"Unassigned"	"New"	"5"	""
"284528"	"#283251"	"Story"	"Duplicate Issue with PPK Rollover when Additional Radios Are Added to Group"	"Unassigned"	"New"	"2"	""
"284423"	"#295439"	"Story"	"Drawing updates per MPC EAD4.14"	"Unassigned"	"Invalid"	"0"	""
"284340"	"#278800"	"Story"	"PLACEHOLDER for points needed for Chris T."	"Unassigned"	"Invalid"	"0"	""
"284339"	"#278800"	"Story"	"PLACEHOLDER for Points needed for Kurt"	"Unassigned"	"Invalid"	"0"	""
"284314"	"#297335"	"Story"	"RDE Perform Validation Testing for ICM Release"	"EA 15.1"	"Done"	"3"	""
"284272"	"#1002583"	"Story"	"RDE ClearCase - Update VOB Schema & Feature Level for Prototype VOBs"	"PI 15"	"Invalid"	"0"	""
"284080"	""	"Story"	"GD Support of Zeta - EAD 8 Part 2: Update NM Common KVM SVD with RGR Rack Info (Relate to #280988)"	"Unassigned"	"Invalid"	"0"	""
"284054"	"#268065"	"Story"	"DT Assist 4 - Create Test Procedures - Overflow Part 2"	"Unassigned"	"Invalid"	"0"	""
"284053"	"#268065"	"Story"	"DT Assist 4 - Create Test Procedures - Overflow Part 1"	"Unassigned"	"Invalid"	"0"	""
"284018"	""	"Story"	"MUOS Workstations will have multiple images to check into ClearCase - will we run out of ClearCase Storage Space for EAD-7 tenatively"	"Unassigned"	"Invalid"	"0"	""
"284013"	""	"Story"	"AZ256CTZBH2D_X101721 - BUILD MACHINE CONSISTENTLY HAS ISSUE WITH NOT BEING ABLE TO WRITE WOR NUMBER to tmpNewWOR.txt"	"Unassigned"	"Invalid"	"0"	""
"284012"	""	"Story"	"Need to finish configuring the other two build machines to make hard drives - been waiting 1 year"	"Unassigned"	"Invalid"	"0"	""
"284009"	""	"Story"	"Build Forge Does Not Send Email to my chris.english@gd-ms.com account when Builds are Done"	"Unassigned"	"Invalid"	"0"	""
"283747"	"#283743"	"Story"	"RF Alignment (Northwest):  ILS actions to support activity"	"Unassigned"	"Invalid"	"0"	""
"283711"	"#266109"	"Story"	"Remove Splunk dependency on Call Banks: UX Review"	"Unassigned"	"Invalid"	"0"	""
"283666"	""	"Story"	"Feature Demo – System Test, STCD development and Demo Prep - Feature 283656: HBSS inf201/202 Server Integration"	"Unassigned"	"Invalid"	"0"	"#283658"
"283590"	""	"Story"	"Feature Demo - System Test, STCD development and Demo Prep - NW Power Down/Up Updates"	"Unassigned"	"Invalid"	"0"	"#283587"
"283466"	""	"Story"	"Feature Demo – System Test, STCD development and Demo Prep - Feature 283456 IETM LoS Improvements"	"Unassigned"	"Invalid"	"0"	"#283458"
"283452"	"#248351"	"Story"	"Feature 248351: Evaluate Service Capacity & Availability Trends - No Traffic"	"Unassigned"	"Invalid"	"0"	""
"283446"	"#248351"	"Story"	"Feature 248351: Evaluate Service Capacity & Availability Trends - Cleared Alarms"	"Unassigned"	"Invalid"	"0"	""
"283443"	"#248351"	"Story"	"Feature 248351: Evaluate Service Capacity & Availability Trends - xiprnet"	"Unassigned"	"Invalid"	"0"	""
"283442"	"#248351"	"Story"	"Feature 248351: Manage Service Level Agreements & Procedures View - No Traffic"	"Unassigned"	"Invalid"	"0"	""
"283433"	"#248351"	"Story"	"Feature 248351: Validate & Transform Data Ingestion - xiprnet"	"Unassigned"	"Invalid"	"0"	""
"283432"	"#248351"	"Story"	"Feature 248351: Validate & Transform Data Ingestion - Data Absence"	"Unassigned"	"Invalid"	"0"	""
"283392"	"#247492"	"Story"	"Feature 247492: IA Posture Assessment - review of developer input"	"Unassigned"	"Invalid"	"0"	"#264452"
"283283"	"#238078"	"Story"	"SIPRNET Process Complete for GD Members"	"Unassigned"	"Invalid"	"0"	""
"283282"	"#238078"	"Story"	"MUOS Tools access for GD SIPRNET Staff"	"Unassigned"	"Invalid"	"0"	""
"283281"	"#238078"	"Story"	"CAC Process Complete for GD Members"	"Unassigned"	"Invalid"	"0"	""
"283273"	"#238078"	"Story"	"Coordinate with GD Security and IT to make sure that GD members have access and accounts for SIPRNET"	"Unassigned"	"Invalid"	"0"	""
"283271"	""	"Story"	"UX Team to complete SIPRNET paperwork"	"Unassigned"	"Invalid"	"0"	""
"283268"	""	"Story"	"Systems Team to complete SIPRNET paperwork"	"Unassigned"	"Invalid"	"0"	""
"283267"	"#238078"	"Story"	"Coordinate with PMW to provide PPA, SPLUNK, Geo access to GD SIPRNET Users"	"Unassigned"	"Invalid"	"0"	""
"283265"	"#238078"	"Story"	"Coordinate with PMW+Bill Eckler+Kandra Howard to obtain SIPRNET Tokens"	"Unassigned"	"Invalid"	"0"	""
"283264"	""	"Story"	"UX Team to complete CAC paperwork"	"Unassigned"	"Invalid"	"0"	""
"283261"	""	"Story"	"Systems Team to complete CAC paperwork"	"Unassigned"	"Invalid"	"0"	""
"283250"	"#204273"	"Feature"	"Review system design against CONOPS of zeroizing"	"Unassigned"	"Rejected"	""	""
"283177"	""	"Task"	"xx"	"Unassigned"	"Invalid"	""	""
"283176"	"#248351"	"Story"	"Feature 248351: Evaluate Service Capacity & Availability Trends - SBC, DSN"	"Unassigned"	"Invalid"	"0"	""
"283175"	"#248351"	"Story"	"Feature 248351: Evaluate Service Capacity & Availability Trends"	"Unassigned"	"Invalid"	"0"	""
"283174"	"#248351"	"Story"	"Feature 248351: Manage Service Level Agreements & Procedures View - GIS"	"Unassigned"	"Invalid"	"0"	""
"283173"	"#248351"	"Story"	"Feature 248351: Manage Service Level Agreements & Procedures View - SBC DSN"	"Unassigned"	"Invalid"	"0"	""
"283170"	"#248351"	"Story"	"Feature 248351: Validate & Transform Data Ingestion - CDR"	"Unassigned"	"Invalid"	"0"	""
"283169"	"#248351"	"Story"	"Feature 248351: Validate & Transform Data Ingestion - Data Rules"	"Unassigned"	"Invalid"	"0"	""
"283168"	"#248351"	"Story"	"Feature 248351: Validate & Transform Data Ingestion - GIS Mapping"	"Unassigned"	"Invalid"	"0"	""
"282754"	""	"Story"	"GD Support of Zeta - EAD 8 Part 2: Scan firewall for site redlines for AMS-GS (Part 2) EA 6.4-INVALIDATE"	"Unassigned"	"Invalid"	"0"	""
"282529"	"#281276"	"Story"	"Site Alignment Wireframes V3 (Incorporate Comments + Section 6)"	"Unassigned"	"Invalid"	"0"	""
"282527"	"#281276"	"Story"	"Site Alignment Wireframes V2 (Section 5)"	"Unassigned"	"Invalid"	"0"	""
"282511"	"#279554"	"Story"	"AMS-GS EAD-7: NAVSOC coordination for EAD-7"	"Unassigned"	"Invalid"	"0"	""
"282507"	""	"Story"	"NAVSOC coordination for EAD-9"	"Unassigned"	"Invalid"	"0"	""
"282506"	""	"Story"	"NAVSOC coordination for EAD-8"	"Unassigned"	"Invalid"	"0"	""
"282505"	"#245437"	"Story"	"MUOS Team Knowledge Ramp on UX (Mission and Engagement for PI6)"	"Unassigned"	"Invalid"	"0"	""
"282485"	"#272361"	"Story"	"GD Support of Zeta - EAD-TBD: Copy Zeta ISOs into ClearCase"	"Unassigned"	"Invalid"	"0"	""
"282476"	""	"Story"	"Finalize approach for configuring Analysis Engine for U2B Interference"	"Unassigned"	"Invalid"	"0"	""
"282474"	""	"Story"	"Kick off LM support of AE U2B interference effort"	"Unassigned"	"Invalid"	"0"	""
"282466"	""	"Story"	"GD Support of Zeta - EAD 8 Part 2: Complete  Enhancement 282454 - Ready for 6.4"	"Unassigned"	"Invalid"	"0"	""
"282405"	""	"Story"	"Provide AWARE O-Level IETMs: Agile 7-day Test"	"Unassigned"	"Invalid"	"0"	""
"282375"	""	"Task"	"Active TrapRAF CRTXRF: Out of Range - ADD"	"Unassigned"	"Done"	""	""
"282360"	""	"Story"	"Feature Demo – System Test, STCD development and Demo Prep - Feature 258277"	"Unassigned"	"Invalid"	"0"	""
"282350"	""	"Story"	"Feature Demo – System Test, STCD development and Demo Prep - INVALID"	"Unassigned"	"Invalid"	"0"	""
"282315"	""	"Story"	"EA 6.5 Analyze Spare Radios returned from repair Depot"	"Unassigned"	"Invalid"	"0"	""
"282314"	""	"Story"	"EA 6.4 Analyze Spare Radios returned from repair Depot"	"Unassigned"	"Invalid"	"0"	""
"282312"	"#282186"	"Story"	"EA 6.2 Analyze Spare Radios returned from repair Depot"	"Unassigned"	"Invalid"	"0"	""
"282310"	""	"Story"	"EA 6.5 Analyze Spare Radios returned from repair Depot"	"Unassigned"	"Invalid"	"0"	""
"282309"	""	"Story"	"EA 6.4 Analyze Spare Radios returned from repair Depot"	"Unassigned"	"Invalid"	"0"	""
"282308"	""	"Story"	"EA 6.3 Analyze Spare Radios returned from repair Depot"	"Unassigned"	"Invalid"	"0"	""
"282307"	""	"Story"	"EA 6.2 Analyze Spare Radios returned from repair Depot"	"Unassigned"	"Invalid"	"0"	""
"282306"	""	"Story"	"EA 6.1 Analyze Spare Radios returned from repair Depot"	"Unassigned"	"Invalid"	"0"	""
"282304"	"#282186"	"Story"	"EA 6.4 Call Bank Log Analysis and Issue Support"	"Unassigned"	"Invalid"	"0"	""
"282252"	""	"Story"	"AMS-GS EAD-6 On-Site Integration & Deployment Support: Development Team Test Inputs - INVALIDATE"	"Unassigned"	"Invalid"	"0"	""
"282249"	""	"Story"	"AMS-GS EAD-6 On-Site Integration & Deployment Support: IA Patching and STIGs - INVALIDATE"	"Unassigned"	"Invalid"	"0"	""
